,path,label
6865,train\surprise\Training_68209022.jpg,6
3764,train\happy\Training_93491300.jpg,3
5730,train\sad\Training_79349140.jpg,5
7333,train\surprise\Training_81908623.jpg,6
7870,train\surprise\Training_99791966.jpg,6
131,train\angry\Training_83671996.jpg,0
4527,train\neutral\Training_83119259.jpg,4
449,train\angry\Training_91865976.jpg,0
4248,train\neutral\Training_77458190.jpg,4
1412,train\fear\Training_75424031.jpg,2
2769,train\happy\Training_79915314.jpg,3
6023,train\sad\Training_85405155.jpg,5
7378,train\surprise\Training_83859716.jpg,6
6230,train\sad\Training_89995594.jpg,5
3704,train\happy\Training_92750093.jpg,3
7590,train\surprise\Training_90738425.jpg,6
7360,train\surprise\Training_82925282.jpg,6
6540,train\sad\Training_96697131.jpg,5
233,train\angry\Training_86178100.jpg,0
4062,train\happy\Training_97699815.jpg,3
7347,train\surprise\Training_82505936.jpg,6
6872,train\surprise\Training_68296400.jpg,6
363,train\angry\Training_89686561.jpg,0
3149,train\happy\Training_85458501.jpg,3
1230,train\disgust\Training_75853240.jpg,1
5650,train\sad\Training_77907745.jpg,5
4370,train\neutral\Training_79705745.jpg,4
4045,train\happy\Training_97488347.jpg,3
7405,train\surprise\Training_84942472.jpg,6
7274,train\surprise\Training_79848396.jpg,6
4981,train\neutral\Training_92047963.jpg,4
5461,train\sad\Training_73825583.jpg,5
4899,train\neutral\Training_90559659.jpg,4
6861,train\surprise\Training_68191610.jpg,6
2342,train\fear\Training_97786658.jpg,2
3033,train\happy\Training_83768193.jpg,3
2063,train\fear\Training_91079950.jpg,2
6187,train\sad\Training_89010765.jpg,5
2186,train\fear\Training_93925872.jpg,2
2225,train\fear\Training_94762205.jpg,2
6136,train\sad\Training_87869978.jpg,5
6221,train\sad\Training_89711494.jpg,5
7805,train\surprise\Training_98067546.jpg,6
7799,train\surprise\Training_97872221.jpg,6
6994,train\surprise\Training_71384811.jpg,6
6967,train\surprise\Training_70784451.jpg,6
6188,train\sad\Training_89020724.jpg,5
7704,train\surprise\Training_94535865.jpg,6
2520,train\happy\Training_76716977.jpg,3
768,train\angry\Training_99046911.jpg,0
5281,train\neutral\Training_97875980.jpg,4
3579,train\happy\Training_90996119.jpg,3
2820,train\happy\Training_80477397.jpg,3
4160,train\happy\Training_99132500.jpg,3
978,train\disgust\Training_21936703.jpg,1
3232,train\happy\Training_86429955.jpg,3
1056,train\disgust\Training_39330477.jpg,1
4225,train\neutral\Training_76963495.jpg,4
885,train\disgust\PublicTest_41393563.jpg,1
237,train\angry\Training_86257625.jpg,0
7681,train\surprise\Training_93675722.jpg,6
5073,train\neutral\Training_93839688.jpg,4
285,train\angry\Training_87706827.jpg,0
6250,train\sad\Training_90491515.jpg,5
4494,train\neutral\Training_82292492.jpg,4
501,train\angry\Training_93169373.jpg,0
3922,train\happy\Training_95794369.jpg,3
4713,train\neutral\Training_86582515.jpg,4
1627,train\fear\Training_80610890.jpg,2
2087,train\fear\Training_91750517.jpg,2
2253,train\fear\Training_95354117.jpg,2
7685,train\surprise\Training_93742686.jpg,6
6915,train\surprise\Training_69528483.jpg,6
3162,train\happy\Training_85649903.jpg,3
4556,train\neutral\Training_83638902.jpg,4
5390,train\sad\Training_72542126.jpg,5
5617,train\sad\Training_77151653.jpg,5
5674,train\sad\Training_78282619.jpg,5
3902,train\happy\Training_95553390.jpg,3
4002,train\happy\Training_96797469.jpg,3
4547,train\neutral\Training_83467652.jpg,4
3598,train\happy\Training_91318026.jpg,3
2636,train\happy\Training_78008284.jpg,3
3459,train\happy\Training_89266229.jpg,3
2777,train\happy\Training_79989384.jpg,3
7026,train\surprise\Training_72825602.jpg,6
1575,train\fear\Training_79159720.jpg,2
326,train\angry\Training_88767185.jpg,0
5067,train\neutral\Training_93700505.jpg,4
5758,train\sad\Training_79948141.jpg,5
2688,train\happy\Training_78871569.jpg,3
2524,train\happy\Training_76747378.jpg,3
225,train\angry\Training_85994368.jpg,0
2904,train\happy\Training_81831361.jpg,3
1459,train\fear\Training_76594715.jpg,2
1828,train\fear\Training_85307822.jpg,2
40,train\angry\Training_81399691.jpg,0
6908,train\surprise\Training_69232483.jpg,6
753,train\angry\Training_98638872.jpg,0
877,train\disgust\PublicTest_2183494.jpg,1
5362,train\neutral\Training_99503815.jpg,4
4162,train\happy\Training_99173095.jpg,3
7417,train\surprise\Training_85122142.jpg,6
853,train\disgust\PrivateTest_84160446.jpg,1
5920,train\sad\Training_83267890.jpg,5
236,train\angry\Training_86226433.jpg,0
5218,train\neutral\Training_96739323.jpg,4
2862,train\happy\Training_81147614.jpg,3
4911,train\neutral\Training_90731225.jpg,4
531,train\angry\Training_93956392.jpg,0
76,train\angry\Training_82094076.jpg,0
666,train\angry\Training_96661811.jpg,0
3685,train\happy\Training_92459349.jpg,3
4726,train\neutral\Training_86769225.jpg,4
5078,train\neutral\Training_93877952.jpg,4
1646,train\fear\Training_80897919.jpg,2
4218,train\neutral\Training_76817760.jpg,4
6084,train\sad\Training_86674826.jpg,5
3596,train\happy\Training_91312874.jpg,3
7284,train\surprise\Training_80211741.jpg,6
5557,train\sad\Training_75646677.jpg,5
2431,train\fear\Training_99746168.jpg,2
2722,train\happy\Training_79315586.jpg,3
6759,train\surprise\Training_65514488.jpg,6
4606,train\neutral\Training_84697321.jpg,4
875,train\disgust\PublicTest_1829684.jpg,1
7332,train\surprise\Training_81903360.jpg,6
5374,train\neutral\Training_99837913.jpg,4
5956,train\sad\Training_84139549.jpg,5
6883,train\surprise\Training_68507681.jpg,6
2333,train\fear\Training_97516998.jpg,2
3118,train\happy\Training_85017879.jpg,3
6011,train\sad\Training_85183226.jpg,5
2651,train\happy\Training_78270669.jpg,3
1582,train\fear\Training_79338230.jpg,2
6021,train\sad\Training_85382849.jpg,5
5315,train\neutral\Training_98586357.jpg,4
1041,train\disgust\Training_36543482.jpg,1
1413,train\fear\Training_75439362.jpg,2
7184,train\surprise\Training_77255605.jpg,6
6711,train\surprise\Training_63844831.jpg,6
1865,train\fear\Training_86118506.jpg,2
4446,train\neutral\Training_81491882.jpg,4
5964,train\sad\Training_84352942.jpg,5
879,train\disgust\PublicTest_30164595.jpg,1
7358,train\surprise\Training_82854036.jpg,6
3566,train\happy\Training_90907078.jpg,3
6088,train\sad\Training_86865233.jpg,5
5872,train\sad\Training_82157774.jpg,5
1192,train\disgust\Training_67030775.jpg,1
3190,train\happy\Training_85953170.jpg,3
2843,train\happy\Training_80837948.jpg,3
5115,train\neutral\Training_94414573.jpg,4
965,train\disgust\Training_18584683.jpg,1
6233,train\sad\Training_90025070.jpg,5
169,train\angry\Training_84493769.jpg,0
2825,train\happy\Training_80567356.jpg,3
4422,train\neutral\Training_80943059.jpg,4
7699,train\surprise\Training_94244032.jpg,6
2628,train\happy\Training_77920404.jpg,3
3999,train\happy\Training_96746534.jpg,3
3282,train\happy\Training_87048493.jpg,3
5647,train\sad\Training_77853230.jpg,5
2255,train\fear\Training_95389837.jpg,2
7816,train\surprise\Training_98234175.jpg,6
400,train\angry\Training_90466903.jpg,0
3429,train\happy\Training_88873273.jpg,3
1356,train\disgust\Training_99142151.jpg,1
4312,train\neutral\Training_78573963.jpg,4
6937,train\surprise\Training_70166894.jpg,6
2554,train\happy\Training_77118913.jpg,3
2169,train\fear\Training_93510996.jpg,2
3498,train\happy\Training_89945972.jpg,3
4347,train\neutral\Training_79206365.jpg,4
5492,train\sad\Training_74435111.jpg,5
4378,train\neutral\Training_79850988.jpg,4
4566,train\neutral\Training_83923304.jpg,4
4134,train\happy\Training_98820582.jpg,3
1681,train\fear\Training_81902991.jpg,2
7319,train\surprise\Training_81418987.jpg,6
7569,train\surprise\Training_90025170.jpg,6
1944,train\fear\Training_88165263.jpg,2
4836,train\neutral\Training_89008898.jpg,4
7560,train\surprise\Training_89621882.jpg,6
5549,train\sad\Training_75543932.jpg,5
2718,train\happy\Training_79257614.jpg,3
4001,train\happy\Training_96792443.jpg,3
438,train\angry\Training_91530441.jpg,0
209,train\angry\Training_85451323.jpg,0
3871,train\happy\Training_95047507.jpg,3
4155,train\happy\Training_99095418.jpg,3
152,train\angry\Training_84166964.jpg,0
5262,train\neutral\Training_97498285.jpg,4
4670,train\neutral\Training_85744771.jpg,4
6706,train\surprise\Training_63773139.jpg,6
5318,train\neutral\Training_98644350.jpg,4
1304,train\disgust\Training_88580213.jpg,1
3131,train\happy\Training_85158796.jpg,3
5588,train\sad\Training_76476336.jpg,5
3848,train\happy\Training_94648418.jpg,3
2025,train\fear\Training_90336031.jpg,2
4924,train\neutral\Training_90983447.jpg,4
5699,train\sad\Training_78771425.jpg,5
7675,train\surprise\Training_93492148.jpg,6
5702,train\sad\Training_78808789.jpg,5
1854,train\fear\Training_85916307.jpg,2
1157,train\disgust\Training_61032772.jpg,1
255,train\angry\Training_86876143.jpg,0
3270,train\happy\Training_86958201.jpg,3
3821,train\happy\Training_94209088.jpg,3
6680,train\sad\Training_99768163.jpg,5
3277,train\happy\Training_87012684.jpg,3
2623,train\happy\Training_77878479.jpg,3
4092,train\happy\Training_98155016.jpg,3
3155,train\happy\Training_85558975.jpg,3
4707,train\neutral\Training_86535195.jpg,4
5473,train\sad\Training_73996544.jpg,5
2696,train\happy\Training_78989671.jpg,3
3367,train\happy\Training_88122703.jpg,3
637,train\angry\Training_96048601.jpg,0
686,train\angry\Training_96970361.jpg,0
4721,train\neutral\Training_86670999.jpg,4
2161,train\fear\Training_93347190.jpg,2
6919,train\surprise\Training_69617945.jpg,6
4934,train\neutral\Training_91212860.jpg,4
5489,train\sad\Training_74368010.jpg,5
3137,train\happy\Training_85297156.jpg,3
2092,train\fear\Training_91979523.jpg,2
769,train\angry\Training_99047076.jpg,0
2832,train\happy\Training_80648676.jpg,3
245,train\angry\Training_86461799.jpg,0
6440,train\sad\Training_94627563.jpg,5
3309,train\happy\Training_87355987.jpg,3
341,train\angry\Training_89154121.jpg,0
7128,train\surprise\Training_75817265.jpg,6
7688,train\surprise\Training_93918990.jpg,6
67,train\angry\Training_81857252.jpg,0
4199,train\happy\Training_99770266.jpg,3
3170,train\happy\Training_85725736.jpg,3
216,train\angry\Training_85726515.jpg,0
7708,train\surprise\Training_94690831.jpg,6
5547,train\sad\Training_75444602.jpg,5
2768,train\happy\Training_79905009.jpg,3
7343,train\surprise\Training_82417057.jpg,6
5053,train\neutral\Training_93356173.jpg,4
3191,train\happy\Training_85959838.jpg,3
1810,train\fear\Training_84897426.jpg,2
760,train\angry\Training_98901131.jpg,0
2582,train\happy\Training_77376049.jpg,3
2491,train\happy\Training_76276874.jpg,3
6092,train\sad\Training_86894983.jpg,5
459,train\angry\Training_92146389.jpg,0
2539,train\happy\Training_76888656.jpg,3
5665,train\sad\Training_78191339.jpg,5
6960,train\surprise\Training_70675250.jpg,6
847,train\disgust\PrivateTest_76656607.jpg,1
4988,train\neutral\Training_92112304.jpg,4
7545,train\surprise\Training_89305564.jpg,6
5397,train\sad\Training_72615912.jpg,5
118,train\angry\Training_83428926.jpg,0
658,train\angry\Training_96466505.jpg,0
5171,train\neutral\Training_95544608.jpg,4
2097,train\fear\Training_92079033.jpg,2
7372,train\surprise\Training_83573864.jpg,6
3737,train\happy\Training_93085194.jpg,3
1563,train\fear\Training_78844650.jpg,2
4407,train\neutral\Training_80532378.jpg,4
2550,train\happy\Training_77053835.jpg,3
1038,train\disgust\Training_35175107.jpg,1
7635,train\surprise\Training_91936114.jpg,6
1678,train\fear\Training_81764761.jpg,2
4672,train\neutral\Training_85761712.jpg,4
5481,train\sad\Training_74105412.jpg,5
4230,train\neutral\Training_77042138.jpg,4
5785,train\sad\Training_80695781.jpg,5
1542,train\fear\Training_78276840.jpg,2
7716,train\surprise\Training_94916496.jpg,6
6126,train\sad\Training_87694998.jpg,5
7644,train\surprise\Training_92274884.jpg,6
5960,train\sad\Training_84272820.jpg,5
1928,train\fear\Training_87895152.jpg,2
4325,train\neutral\Training_78860112.jpg,4
4303,train\neutral\Training_78450616.jpg,4
3791,train\happy\Training_93904487.jpg,3
7344,train\surprise\Training_82417308.jpg,6
3736,train\happy\Training_93069871.jpg,3
1384,train\fear\Training_74697679.jpg,2
2979,train\happy\Training_83020237.jpg,3
2895,train\happy\Training_81717519.jpg,3
2601,train\happy\Training_77630291.jpg,3
1572,train\fear\Training_79085920.jpg,2
7317,train\surprise\Training_81340713.jpg,6
2373,train\fear\Training_98529652.jpg,2
602,train\angry\Training_95417260.jpg,0
6329,train\sad\Training_92232029.jpg,5
4823,train\neutral\Training_88628785.jpg,4
7837,train\surprise\Training_98594534.jpg,6
2790,train\happy\Training_80095764.jpg,3
2612,train\happy\Training_77734469.jpg,3
4936,train\neutral\Training_91241133.jpg,4
833,train\disgust\PrivateTest_4783181.jpg,1
4588,train\neutral\Training_84291550.jpg,4
5347,train\neutral\Training_99108537.jpg,4
5082,train\neutral\Training_93951116.jpg,4
3782,train\happy\Training_93727882.jpg,3
7034,train\surprise\Training_73069804.jpg,6
3136,train\happy\Training_85280610.jpg,3
837,train\disgust\PrivateTest_53395751.jpg,1
129,train\angry\Training_83667190.jpg,0
7657,train\surprise\Training_92652268.jpg,6
4997,train\neutral\Training_92296162.jpg,4
2743,train\happy\Training_79561733.jpg,3
5949,train\sad\Training_84032376.jpg,5
1303,train\disgust\Training_88435647.jpg,1
7414,train\surprise\Training_85087694.jpg,6
3075,train\happy\Training_84370414.jpg,3
7553,train\surprise\Training_89517922.jpg,6
1416,train\fear\Training_75482128.jpg,2
1214,train\disgust\Training_73240823.jpg,1
6413,train\sad\Training_94248313.jpg,5
1833,train\fear\Training_85419917.jpg,2
2284,train\fear\Training_96192521.jpg,2
2472,train\happy\Training_76054736.jpg,3
7268,train\surprise\Training_79797982.jpg,6
2122,train\fear\Training_92653741.jpg,2
4539,train\neutral\Training_83270738.jpg,4
4232,train\neutral\Training_77075726.jpg,4
2726,train\happy\Training_79366747.jpg,3
2633,train\happy\Training_77979667.jpg,3
2933,train\happy\Training_82263662.jpg,3
1795,train\fear\Training_84664773.jpg,2
5414,train\sad\Training_73009503.jpg,5
5976,train\sad\Training_84616444.jpg,5
3311,train\happy\Training_87422970.jpg,3
7854,train\surprise\Training_99066709.jpg,6
4219,train\neutral\Training_76904944.jpg,4
5626,train\sad\Training_77374373.jpg,5
3184,train\happy\Training_85899342.jpg,3
2492,train\happy\Training_76287939.jpg,3
1663,train\fear\Training_81371799.jpg,2
3153,train\happy\Training_85517320.jpg,3
4428,train\neutral\Training_81118503.jpg,4
3549,train\happy\Training_90614966.jpg,3
5923,train\sad\Training_83468230.jpg,5
4573,train\neutral\Training_84035540.jpg,4
1645,train\fear\Training_80868591.jpg,2
435,train\angry\Training_91470962.jpg,0
3904,train\happy\Training_95572958.jpg,3
7056,train\surprise\Training_73695325.jpg,6
7550,train\surprise\Training_89423258.jpg,6
7365,train\surprise\Training_83288543.jpg,6
4850,train\neutral\Training_89384359.jpg,4
201,train\angry\Training_85291995.jpg,0
6176,train\sad\Training_88650721.jpg,5
2499,train\happy\Training_76373411.jpg,3
3046,train\happy\Training_83907257.jpg,3
1764,train\fear\Training_83991291.jpg,2
6951,train\surprise\Training_70472459.jpg,6
7198,train\surprise\Training_77771143.jpg,6
5710,train\sad\Training_79032308.jpg,5
7221,train\surprise\Training_78469447.jpg,6
2379,train\fear\Training_98693444.jpg,2
5251,train\neutral\Training_97345253.jpg,4
1142,train\disgust\Training_57993537.jpg,1
899,train\disgust\PublicTest_67431170.jpg,1
2549,train\happy\Training_77041479.jpg,3
796,train\angry\Training_99641959.jpg,0
4006,train\happy\Training_96869926.jpg,3
4736,train\neutral\Training_86898805.jpg,4
7288,train\surprise\Training_80357699.jpg,6
5392,train\sad\Training_72581485.jpg,5
238,train\angry\Training_86310642.jpg,0
7735,train\surprise\Training_95699837.jpg,6
4140,train\happy\Training_98908150.jpg,3
7617,train\surprise\Training_91481863.jpg,6
6149,train\sad\Training_88107126.jpg,5
2515,train\happy\Training_76603658.jpg,3
3420,train\happy\Training_88716585.jpg,3
7848,train\surprise\Training_98828949.jpg,6
2638,train\happy\Training_78098191.jpg,3
3295,train\happy\Training_87167962.jpg,3
2883,train\happy\Training_81579446.jpg,3
1297,train\disgust\Training_87032685.jpg,1
4742,train\neutral\Training_87085998.jpg,4
7074,train\surprise\Training_74258013.jpg,6
6948,train\surprise\Training_70407854.jpg,6
7457,train\surprise\Training_86813571.jpg,6
7018,train\surprise\Training_72500011.jpg,6
2900,train\happy\Training_81766727.jpg,3
3891,train\happy\Training_95388370.jpg,3
311,train\angry\Training_88391908.jpg,0
1085,train\disgust\Training_46615143.jpg,1
6758,train\surprise\Training_65473769.jpg,6
6538,train\sad\Training_96637051.jpg,5
419,train\angry\Training_90928062.jpg,0
3441,train\happy\Training_89029483.jpg,3
2040,train\fear\Training_90635707.jpg,2
4080,train\happy\Training_97953250.jpg,3
6547,train\sad\Training_96915908.jpg,5
5875,train\sad\Training_82238786.jpg,5
5209,train\neutral\Training_96587642.jpg,4
6622,train\sad\Training_98443374.jpg,5
604,train\angry\Training_95447153.jpg,0
2575,train\happy\Training_77318872.jpg,3
1675,train\fear\Training_81699363.jpg,2
3647,train\happy\Training_91938210.jpg,3
2094,train\fear\Training_92021165.jpg,2
458,train\angry\Training_92079543.jpg,0
5077,train\neutral\Training_93872957.jpg,4
7066,train\surprise\Training_73905990.jpg,6
2162,train\fear\Training_93347588.jpg,2
32,train\angry\Training_81289095.jpg,0
3055,train\happy\Training_84097486.jpg,3
2616,train\happy\Training_77787669.jpg,3
4269,train\neutral\Training_77912421.jpg,4
7612,train\surprise\Training_91257508.jpg,6
653,train\angry\Training_96313559.jpg,0
509,train\angry\Training_93355857.jpg,0
2597,train\happy\Training_77572505.jpg,3
1922,train\fear\Training_87818024.jpg,2
5021,train\neutral\Training_92732279.jpg,4
7380,train\surprise\Training_83994212.jpg,6
2456,train\happy\Training_75762211.jpg,3
4833,train\neutral\Training_88917825.jpg,4
2839,train\happy\Training_80797584.jpg,3
4047,train\happy\Training_97521390.jpg,3
6446,train\sad\Training_94805024.jpg,5
5585,train\sad\Training_76359569.jpg,5
1246,train\disgust\Training_78330058.jpg,1
2120,train\fear\Training_92633065.jpg,2
4636,train\neutral\Training_85135080.jpg,4
